timestamp	gaze sample index	pupil_center_left_x	pupil_center_left_y	pupil_center_left_z	pupil_diameter_left	gaze_direction_left_x	gaze_direction_left_y	gaze_direction_left_z	azimuth_left	elevation_left	pupil_center_right_x	pupil_center_right_y	pupil_center_right_z	pupil_diameter_right	gaze_direction_right_x	gaze_direction_right_y	gaze_direction_right_z	azimuth_right	elevation_right	gaze_point_video_x	gaze_point_video_y	gaze_point_3D_x	gaze_point_3D_y	gaze_point_3D_z
2.864363e+01	1424	32.03	-11.24	-30.63	2.64	-0.1937	0.2606	0.9458	11.5722	-15.1064	-35.44	-11.20	-32.29	3.10	-0.1435	0.1762	0.9738	8.3850	-10.1498	1143.0700	348.7485	-57.36	60.92	284.62
2.866372e+01	1425	32.08	-11.34	-30.51	2.66	-0.1884	0.2870	0.9392	11.3414	-16.6759	-35.21	-11.94	-31.12	3.03	-0.1301	0.2045	0.9702	7.6372	-11.7976	1132.3623	320.0710	-57.22	74.21	301.89
2.868370e+01	1426	32.06	-11.35	-30.45	2.63	-0.1859	0.2786	0.9422	11.1625	-16.1753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1061.9039	281.3178	-33.68	87.15	302.70
2.870380e+01	1427	32.06	-11.35	-30.43	2.63	-0.1848	0.2756	0.9433	11.0818	-15.9979	-35.02	-12.36	-30.42	2.93	-0.1233	0.2303	0.9653	7.2820	-13.3135	1117.1602	308.2056	-101.15	151.64	585.93
2.872377e+01	1428	32.05	-11.35	-30.42	2.62	-0.1843	0.2744	0.9438	11.0521	-15.9274	-35.12	-12.37	-30.26	2.85	-0.1002	0.2406	0.9654	5.9246	-13.9196	1105.5291	303.7065	-93.57	154.44	585.84
2.874387e+01	1429	32.07	-11.23	-30.63	2.65	-0.1846	0.2702	0.9449	11.0565	-15.6776	-35.06	-12.47	-30.13	2.85	-0.1064	0.2462	0.9634	6.3037	-14.2513	1107.4952	302.1876	-109.47	179.43	676.21
2.876385e+01	1430	32.07	-11.19	-30.71	2.66	-0.1848	0.2673	0.9457	11.0564	-15.5019	-35.01	-12.52	-30.06	2.84	-0.1117	0.2508	0.9616	6.6255	-14.5259	1109.2603	300.7608	-124.78	203.34	761.64
2.878394e+01	1431	32.08	-11.17	-30.75	2.66	-0.1844	0.2667	0.9460	11.0294	-15.4684	-35.06	-12.45	-30.31	2.92	-0.1447	0.2589	0.9550	8.6159	-15.0018	1122.0028	294.5731	-255.42	393.57	1435.66
2.880392e+01	1432	32.09	-11.15	-30.77	2.67	-0.1837	0.2668	0.9461	10.9906	-15.4716	-35.04	-12.40	-30.41	2.92	-0.1495	0.2653	0.9525	8.9221	-15.3831	1123.4342	290.7839	-316.29	490.63	1762.27
2.882401e+01	1433	32.10	-11.11	-30.84	2.67	-0.1852	0.2661	0.9460	11.0758	-15.4339	-35.03	-12.37	-30.45	2.92	-0.1524	0.2696	0.9508	9.1083	-15.6394	1125.5194	288.7261	-337.00	520.50	1853.91
2.884399e+01	1434	32.09	-11.19	-30.69	2.64	-0.1899	0.2572	0.9475	11.3339	-14.9040	-35.01	-12.35	-30.48	2.91	-0.1460	0.2702	0.9517	8.7203	-15.6783	1125.9180	293.7198	-236.50	357.09	1297.70
2.886409e+01	1435	32.09	-11.22	-30.63	2.63	-0.1914	0.2547	0.9479	11.4149	-14.7564	-35.01	-12.34	-30.49	2.90	-0.1433	0.2702	0.9521	8.5571	-15.6781	1125.7839	295.2976	-212.55	319.10	1167.15
2.888406e+01	1436	32.09	-11.23	-30.60	2.63	-0.1923	0.2533	0.9481	11.4672	-14.6704	-35.00	-12.34	-30.49	2.87	-0.1410	0.2692	0.9527	8.4173	-15.6182	1125.3883	296.7576	-199.66	298.66	1098.98
2.890416e+01	1437	32.09	-11.24	-30.59	2.62	-0.1930	0.2523	0.9482	11.5080	-14.6161	-34.99	-12.34	-30.49	2.86	-0.1397	0.2689	0.9530	8.3420	-15.5965	1125.3230	297.5391	-192.17	286.63	1058.14
2.892414e+01	1438	32.09	-11.24	-30.59	2.63	-0.1936	0.2524	0.9481	11.5396	-14.6223	-34.99	-12.34	-30.49	2.85	-0.1391	0.2684	0.9532	8.3002	-15.5704	1125.3245	297.7556	-189.43	282.28	1043.03
2.894423e+01	1439	32.09	-11.21	-30.64	2.64	-0.1910	0.2560	0.9476	11.3953	-14.8318	-35.07	-12.26	-30.60	2.91	-0.1221	0.2545	0.9593	7.2510	-14.7445	1116.4876	303.8485	-149.77	229.76	871.46
2.896421e+01	1440	32.08	-11.22	-30.62	2.63	-0.1890	0.2580	0.9475	11.2833	-14.9498	-35.02	-12.31	-30.53	2.87	-0.1290	0.2617	0.9565	7.6793	-15.1717	1118.1972	298.6086	-174.84	271.30	1006.48
2.898430e+01	1441	32.08	-11.25	-30.58	2.63	-0.1874	0.2597	0.9473	11.1915	-15.0514	-35.08	-12.23	-30.64	2.91	-0.1194	0.2540	0.9598	7.0903	-14.7162	1113.4096	302.2475	-147.05	231.69	873.03
2.900428e+01	1442	32.08	-11.28	-30.52	2.62	-0.1861	0.2612	0.9472	11.1146	-15.1424	-35.00	-12.29	-30.56	2.83	-0.1277	0.2626	0.9564	7.6024	-15.2221	1115.9639	296.4847	-177.31	281.53	1035.48
2.902438e+01	1443	32.08	-11.33	-30.44	2.61	-0.1847	0.2627	0.9470	11.0354	-15.2314	-35.03	-12.27	-30.53	2.81	-0.1082	0.2776	0.9546	6.4693	-16.1156	1107.9597	289.1054	-124.73	215.17	768.46
2.904435e+01	1444	32.07	-11.36	-30.39	2.61	-0.1831	0.2647	0.9468	10.9425	-15.3505	-35.06	-12.21	-30.65	2.85	-0.1070	0.2619	0.9592	6.3640	-15.1818	1105.9985	296.1674	-126.19	214.30	787.73
2.906445e+01	1445	32.07	-11.39	-30.34	2.60	-0.1814	0.2667	0.9466	10.8484	-15.4686	-35.06	-12.21	-30.65	2.86	-0.1026	0.2522	0.9622	6.0856	-14.6076	1103.4020	300.5710	-114.21	193.86	725.83
2.908443e+01	1446	32.08	-11.30	-30.48	2.62	-0.1900	0.2581	0.9472	11.3438	-14.9564	-35.00	-12.29	-30.56	2.82	-0.1142	0.2567	0.9597	6.7848	-14.8721	1112.8182	302.1914	-132.57	209.73	790.11
2.910452e+01	1447	32.09	-11.28	-30.54	2.61	-0.1921	0.2529	0.9482	11.4498	-14.6472	-34.97	-12.32	-30.52	2.81	-0.1180	0.2576	0.9590	7.0121	-14.9302	1115.4091	304.2459	-138.60	213.74	812.12
2.912450e+01	1448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-34.97	-12.32	-30.52	2.82	-0.1178	0.2573	0.9591	7.0012	-14.9088	1115.2470	304.2765	-138.46	213.72	812.14
2.914459e+01	1449	32.10	-11.28	-30.55	2.60	-0.1929	0.2494	0.9490	11.4894	-14.4426	-34.94	-12.34	-30.48	2.79	-0.1187	0.2612	0.9580	7.0643	-15.1387	1116.2992	304.2913	-137.38	210.61	800.34
2.916457e+01	1450	32.11	-11.26	-30.64	2.60	-0.1896	0.2629	0.9460	11.3320	-15.2437	-34.94	-12.34	-30.48	2.79	-0.1206	0.2623	0.9574	7.1771	-15.2078	1115.3133	296.2990	-148.13	236.38	868.78
2.918467e+01	1451	32.10	-11.25	-30.68	2.61	-0.1890	0.2685	0.9446	11.3150	-15.5752	-34.99	-12.30	-30.50	2.78	-0.1030	0.2743	0.9561	6.1501	-15.9227	1108.3914	288.0208	-113.16	195.48	695.12
2.920464e+01	1452	32.09	-11.25	-30.69	2.60	-0.1892	0.2710	0.9438	11.3346	-15.7227	-35.02	-12.29	-30.51	2.76	-0.0966	0.2784	0.9556	5.7746	-16.1636	1106.1256	284.8970	-103.11	183.17	643.43
2.922474e+01	1453	32.10	-11.26	-30.64	2.60	-0.1914	0.2610	0.9462	11.4345	-15.1313	-35.13	-11.18	-32.10	2.94	-0.0981	0.2096	0.9729	5.7578	-12.0989	1109.7506	326.6902	-77.51	112.12	471.04
2.924472e+01	1454	32.09	-11.29	-30.57	2.59	-0.1895	0.2610	0.9465	11.3231	-15.1303	-35.19	-10.79	-32.72	3.01	-0.0992	0.1743	0.9797	5.7805	-10.0379	1114.4604	347.8336	-55.00	69.46	323.75
2.926481e+01	1455	32.05	-11.50	-30.20	2.57	-0.2102	0.3015	0.9300	12.7335	-17.5498	-35.21	-10.57	-33.07	3.04	-0.0950	0.1527	0.9837	5.5134	-8.7837	1123.6881	337.3436	-57.88	72.79	321.52
2.928479e+01	1456	32.03	-11.57	-30.04	2.58	-0.2187	0.3193	0.9221	13.3446	-18.6191	-35.25	-10.96	-32.47	3.01	-0.1010	0.1788	0.9787	5.8919	-10.3021	1149.1336	319.5047	-37.26	44.18	179.02
2.930488e+01	1457	32.02	-11.61	-29.98	2.59	-0.2226	0.3263	0.9187	13.6211	-19.0458	-35.31	-11.16	-32.09	2.95	-0.0748	0.1710	0.9824	4.3541	-9.8485	1135.2053	322.2638	-34.57	43.67	179.41
2.932486e+01	1458	31.96	-11.48	-30.17	2.60	-0.2165	0.3054	0.9273	13.1426	-17.7796	-35.23	-11.81	-31.19	3.00	-0.1605	0.2780	0.9471	9.6171	-16.1437	1152.0773	264.2463	-168.24	246.01	796.80
2.934496e+01	1459	31.91	-11.29	-30.50	2.59	-0.2188	0.2957	0.9299	13.2401	-17.1967	-35.22	-12.07	-30.79	2.97	-0.1714	0.2951	0.9400	10.3331	-17.1631	1155.8327	259.3517	-266.28	388.74	1236.75
2.936493e+01	1460	31.89	-11.48	-30.20	2.59	-0.2152	0.3165	0.9239	13.1110	-18.4514	-35.42	-12.13	-30.62	2.95	-0.1796	0.2507	0.9513	10.6932	-14.5167	1174.9594	276.8586	-75.32	93.91	318.29
2.938503e+01	1461	32.30	-10.84	-31.67	2.64	-0.1941	0.2639	0.9448	11.6064	-15.3036	-35.32	-12.13	-30.67	2.82	-0.1598	0.2421	0.9570	9.4773	-14.0101	1135.0023	304.3757	-225.34	308.55	1171.34
2.940501e+01	1462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-35.00	-11.49	-32.41	3.06	-0.1393	0.1220	0.9827	8.0665	-7.0074	1118.1357	435.1118	-210.25	142.03	1204.16
2.942510e+01	1463	32.94	-11.59	-31.41	2.61	-0.1007	0.1743	0.9795	5.8715	-10.0354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1031.1354	384.0302	-95.09	209.88	1213.51
2.944508e+01	1464	33.38	-12.17	-31.37	2.64	-0.0485	0.1006	0.9937	2.7967	-5.7744	-34.25	-11.13	-34.55	3.11	0.2716	0.4273	0.8623	-17.4806	-25.2990	979.8778	454.9186	-28.32	115.70	1231.60
2.946517e+01	1465	33.80	-12.57	-31.40	2.64	-0.0105	0.0624	0.9980	0.6022	-3.5785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	943.2990	490.8279	20.46	66.76	1236.99
2.948515e+01	1466	34.30	-12.94	-31.45	2.67	0.0408	0.0189	0.9990	-2.3403	-1.0839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.2222	531.2348	86.19	11.10	1238.19
2.950524e+01	1467	34.74	-13.32	-31.28	2.62	0.1183	0.0083	0.9929	-6.7954	-0.4732	-32.57	-12.51	-34.03	3.23	0.3603	0.1184	0.9253	-21.2768	-6.7993	724.4657	485.2534	303.74	67.17	1180.27
2.952522e+01	1468	34.97	-13.37	-31.41	2.63	0.1321	-0.0026	0.9912	-7.5927	0.1513	-32.06	-13.04	-33.78	3.23	0.3628	0.0099	0.9318	-21.2730	-0.5687	678.3878	585.3060	69.19	-12.16	226.00
2.954532e+01	1469	34.91	-13.36	-31.38	2.64	0.1108	0.0015	0.9938	-6.3599	-0.0837	-32.13	-13.02	-33.78	3.20	0.1725	-0.0855	0.9813	-9.9685	4.9073	807.7235	619.2999	52.35	-28.52	321.45
2.956530e+01	1470	34.78	-13.29	-31.37	2.65	0.0846	0.0020	0.9964	-4.8512	-0.1135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	772.9646	573.6149	64.60	-12.59	319.94
2.958539e+01	1471	34.76	-13.02	-31.86	2.72	0.0275	0.0122	0.9995	-1.5781	-0.7019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	830.6412	563.3251	44.47	-8.70	320.55
2.960537e+01	1472	34.45	-13.08	-31.47	2.68	0.0190	0.0150	0.9997	-1.0890	-0.8569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	840.2909	560.8795	41.15	-7.80	321.00
2.962546e+01	1473	34.26	-13.05	-31.35	2.69	0.0104	0.0148	0.9998	-0.5936	-0.8486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	849.5303	561.0653	37.91	-7.83	321.16
2.964544e+01	1474	34.29	-12.90	-31.34	2.78	0.0108	0.0275	0.9996	-0.6176	-1.5775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	849.2021	547.8891	38.09	-3.20	321.07
2.966554e+01	1475	34.35	-12.86	-31.30	2.70	0.0170	0.0322	0.9993	-0.9742	-1.8428	-32.78	-12.30	-34.52	3.36	0.2784	0.0223	0.9602	-16.1664	-1.2800	791.1213	563.1515	38.44	-5.82	211.06
2.968551e+01	1476	34.35	-12.84	-31.26	2.68	0.0217	0.0357	0.9991	-1.2459	-2.0485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	786.1403	555.9204	39.62	-4.17	211.02
2.970561e+01	1477	34.33	-12.78	-31.23	2.71	0.0241	0.0494	0.9985	-1.3834	-2.8305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	783.9186	541.3292	40.17	-0.80	210.90
2.972559e+01	1478	34.29	-12.78	-31.21	2.71	0.0200	0.0473	0.9987	-1.1491	-2.7130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	788.3498	543.5623	39.15	-1.30	210.97
2.974568e+01	1479	34.26	-12.79	-31.20	2.71	0.0150	0.0471	0.9988	-0.8584	-2.6969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	793.8113	543.9495	37.88	-1.38	211.00
2.976566e+01	1480	34.24	-12.79	-31.20	2.71	0.0131	0.0463	0.9988	-0.7509	-2.6539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	795.8210	544.7704	37.42	-1.56	211.02
2.978575e+01	1481	34.23	-12.79	-31.19	2.72	0.0107	0.0463	0.9989	-0.6131	-2.6520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	798.3869	544.8547	36.82	-1.57	211.03
2.980573e+01	1482	34.24	-12.78	-31.19	2.72	0.0116	0.0492	0.9987	-0.6679	-2.8221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	797.3965	541.6880	37.06	-0.84	211.00
2.982582e+01	1483	34.24	-12.79	-31.18	2.73	0.0112	0.0495	0.9987	-0.6422	-2.8393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	797.8728	541.4070	36.95	-0.77	211.01
2.984580e+01	1484	34.25	-12.79	-31.18	2.73	0.0130	0.0501	0.9987	-0.7482	-2.8729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	795.9037	540.7574	37.41	-0.63	211.00
2.986590e+01	1485	34.26	-12.79	-31.18	2.73	0.0144	0.0503	0.9986	-0.8238	-2.8852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	794.4897	540.5184	37.74	-0.58	210.99
2.988588e+01	1486	34.26	-12.79	-31.18	2.74	0.0147	0.0501	0.9986	-0.8443	-2.8745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	794.0989	540.7276	37.83	-0.63	210.99
2.990597e+01	1487	34.27	-12.81	-31.18	2.73	0.0149	0.0472	0.9988	-0.8555	-2.7066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	793.8412	543.8638	37.88	-1.36	211.03
2.992595e+01	1488	34.27	-12.82	-31.17	2.73	0.0153	0.0457	0.9988	-0.8790	-2.6214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	793.3683	545.4583	37.99	-1.73	211.04
2.994604e+01	1489	34.28	-12.82	-31.17	2.73	0.0160	0.0449	0.9989	-0.9164	-2.5729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	792.6412	546.3588	38.15	-1.94	211.05
2.996602e+01	1490	34.29	-12.83	-31.18	2.72	0.0167	0.0440	0.9989	-0.9559	-2.5244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	791.8798	547.2466	38.33	-2.15	211.05
2.998612e+01	1491	34.29	-12.83	-31.18	2.72	0.0175	0.0439	0.9989	-1.0045	-2.5139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	790.9553	547.4233	38.54	-2.19	211.05
3.000609e+01	1492	34.30	-12.83	-31.18	2.72	0.0175	0.0424	0.9989	-1.0022	-2.4282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	790.9668	549.0167	38.53	-2.56	211.06
3.002619e+01	1493	34.30	-12.83	-31.19	2.72	0.0184	0.0418	0.9990	-1.0540	-2.3977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	789.9781	549.5613	38.76	-2.69	211.05
3.004617e+01	1494	34.30	-12.85	-31.19	2.72	0.0162	0.0402	0.9991	-0.9317	-2.3065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	792.1940	551.3416	38.24	-3.09	211.08
3.006626e+01	1495	34.31	-12.86	-31.19	2.72	0.0169	0.0390	0.9991	-0.9665	-2.2361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	791.5166	552.6673	38.40	-3.40	211.09
3.008624e+01	1496	34.31	-12.87	-31.19	2.73	0.0167	0.0381	0.9991	-0.9556	-2.1854	-33.10	-12.84	-33.35	3.21	0.2401	0.0300	0.9703	-13.9003	-1.7197	819.3062	548.3341	39.11	-2.82	258.24
3.010633e+01	1497	34.31	-12.87	-31.19	2.73	0.0157	0.0373	0.9992	-0.8980	-2.1383	-33.01	-13.67	-31.48	2.98	0.2018	0.0427	0.9785	-11.6550	-2.4495	844.6631	535.8270	39.81	1.02	321.48
3.012631e+01	1498	34.30	-12.87	-31.19	2.73	0.0152	0.0365	0.9992	-0.8713	-2.0907	-33.08	-13.64	-31.48	2.97	0.2037	0.0417	0.9781	-11.7629	-2.3915	843.8387	537.1373	39.58	0.55	317.37
3.014641e+01	1499	34.29	-12.88	-31.19	2.73	0.0146	0.0349	0.9993	-0.8351	-2.0025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	844.3911	540.7009	39.38	-0.69	317.42
3.016638e+01	1500	34.27	-12.88	-31.20	2.74	0.0107	0.0347	0.9993	-0.6108	-1.9901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	848.3878	540.9802	37.98	-0.76	317.43
3.018648e+01	1501	34.26	-12.87	-31.21	2.74	0.0112	0.0366	0.9993	-0.6393	-2.0985	-33.27	-12.91	-32.92	3.11	0.0552	-0.0462	0.9974	-3.1677	2.6460	921.8939	583.5867	11.73	-14.58	304.80
3.020646e+01	1502	34.24	-12.86	-31.21	2.74	0.0109	0.0386	0.9992	-0.6273	-2.2113	-33.35	-12.62	-33.55	3.16	-0.0038	-0.0828	0.9966	0.2164	4.7507	951.9048	601.0173	1.66	-20.20	304.33
3.022655e+01	1503	34.23	-12.86	-31.21	2.74	0.0095	0.0392	0.9992	-0.5419	-2.2454	-33.37	-12.51	-33.81	3.19	-0.0254	-0.0973	0.9949	1.4624	5.5844	963.6155	608.1589	-2.26	-22.49	303.92
3.024653e+01	1504	34.19	-12.85	-31.22	2.74	0.0045	0.0382	0.9993	-0.2571	-2.1906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	851.1356	538.6848	35.70	0.04	305.95
3.026662e+01	1505	34.12	-12.84	-31.24	2.72	-0.0037	0.0346	0.9994	0.2096	-1.9812	-33.47	-12.43	-33.93	3.24	-0.0443	-0.1030	0.9937	2.5507	5.9137	980.1276	613.5661	-7.76	-24.19	303.67
3.028660e+01	1506	34.14	-12.85	-31.23	2.72	-0.0021	0.0351	0.9994	0.1212	-2.0091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	857.8803	541.9478	33.42	-1.02	305.98
3.030670e+01	1507	34.10	-12.84	-31.24	2.71	-0.0068	0.0334	0.9994	0.3904	-1.9141	-33.52	-12.40	-33.97	3.26	-0.0522	-0.1052	0.9931	3.0115	6.0362	985.8828	615.3034	-9.67	-24.73	303.55
3.032667e+01	1508	34.08	-12.83	-31.24	2.70	-0.0085	0.0332	0.9994	0.4864	-1.9019	-33.54	-12.38	-33.99	3.27	-0.0572	-0.1047	0.9929	3.2953	6.0080	989.3107	615.1858	-10.81	-24.67	303.50
3.034677e+01	1509	34.08	-12.83	-31.24	2.70	-0.0090	0.0332	0.9994	0.5150	-1.9047	-33.56	-12.38	-33.99	3.28	-0.0594	-0.1047	0.9927	3.4241	6.0086	990.7308	615.1830	-11.28	-24.66	303.48
3.036675e+01	1510	34.08	-12.83	-31.24	2.70	-0.0090	0.0334	0.9994	0.5170	-1.9151	-33.56	-12.38	-33.99	3.28	-0.0598	-0.1045	0.9927	3.4488	5.9999	990.9735	615.0116	-11.36	-24.60	303.47
3.038684e+01	1511	34.08	-12.83	-31.24	2.70	-0.0088	0.0334	0.9994	0.5024	-1.9143	-33.56	-12.38	-33.99	3.27	-0.0599	-0.1047	0.9927	3.4505	6.0071	990.8538	615.0813	-11.32	-24.62	303.47
3.040682e+01	1512	34.08	-12.83	-31.24	2.70	-0.0087	0.0331	0.9994	0.4985	-1.8991	-33.50	-12.80	-33.19	3.18	0.1027	-0.0152	0.9946	-5.8972	0.8694	910.6159	555.6241	24.38	-8.30	475.47
3.042691e+01	1513	34.09	-12.82	-31.24	2.70	-0.0075	0.0348	0.9994	0.4315	-1.9926	-33.53	-12.54	-33.66	3.23	0.0045	-0.0685	0.9976	-0.2573	3.9255	958.1165	581.1958	-0.50	-21.26	476.01
3.044689e+01	1514	34.11	-12.82	-31.24	2.72	-0.0054	0.0360	0.9993	0.3069	-2.0620	-33.54	-12.44	-33.89	3.25	-0.0340	-0.0911	0.9953	1.9544	5.2242	975.7504	591.8997	-9.72	-26.65	475.28
3.046699e+01	1515	34.12	-12.83	-31.24	2.72	-0.0039	0.0365	0.9993	0.2262	-2.0891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.4368	528.4861	32.11	5.73	477.64
3.048696e+01	1516	34.13	-12.83	-31.23	2.72	-0.0037	0.0359	0.9993	0.2096	-2.0560	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.1401	529.0540	32.26	5.44	477.66
3.050706e+01	1517	34.14	-12.84	-31.23	2.73	-0.0026	0.0345	0.9994	0.1498	-1.9793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895.0910	530.3631	32.81	4.74	477.69
3.052704e+01	1518	34.14	-12.85	-31.22	2.73	-0.0022	0.0330	0.9995	0.1269	-1.8894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.6674	531.9043	33.02	3.94	477.72
3.054713e+01	1519	34.15	-12.86	-31.22	2.73	-0.0015	0.0322	0.9995	0.0840	-1.8467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.9121	532.6374	33.41	3.55	477.73
3.056711e+01	1520	34.16	-12.88	-31.22	2.74	-0.0011	0.0307	0.9995	0.0647	-1.7575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.5540	534.1772	33.58	2.74	477.76
3.058720e+01	1521	34.16	-12.89	-31.22	2.75	-0.0009	0.0303	0.9995	0.0503	-1.7373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	893.2932	534.5341	33.72	2.55	477.76
3.060718e+01	1522	34.17	-12.89	-31.23	2.75	-0.0001	0.0298	0.9996	0.0076	-1.7083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.5526	535.0304	34.10	2.29	477.77
3.062728e+01	1523	34.18	-12.93	-31.22	2.75	0.0002	0.0250	0.9997	-0.0141	-1.4315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.1068	539.7944	34.30	-0.21	477.84
3.064725e+01	1524	34.18	-12.94	-31.22	2.76	-0.0000	0.0235	0.9997	0.0003	-1.3438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.3282	541.3118	34.17	-1.00	477.86
3.066735e+01	1525	34.18	-12.95	-31.21	2.76	-0.0001	0.0222	0.9998	0.0063	-1.2727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.4112	542.5406	34.12	-1.64	477.88
3.068733e+01	1526	34.18	-12.96	-31.21	2.76	-0.0000	0.0213	0.9998	0.0026	-1.2193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.3331	543.4617	34.16	-2.12	477.89
3.070742e+01	1527	34.18	-12.96	-31.21	2.76	-0.0003	0.0210	0.9998	0.0161	-1.2023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	892.5594	543.7633	34.04	-2.28	477.89
3.072740e+01	1528	34.16	-12.97	-31.21	2.76	-0.0024	0.0208	0.9998	0.1357	-1.1929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.6246	543.9606	32.95	-2.37	477.90
3.074749e+01	1529	34.16	-12.97	-31.21	2.76	-0.0023	0.0202	0.9998	0.1323	-1.1597	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.5524	544.5290	32.99	-2.66	477.90
3.076747e+01	1530	34.16	-12.97	-31.22	2.76	-0.0021	0.0198	0.9998	0.1227	-1.1363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.3836	544.9188	33.07	-2.87	477.90
3.078757e+01	1531	34.16	-12.96	-31.23	2.76	-0.0024	0.0193	0.9998	0.1355	-1.1073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.6014	545.4046	32.95	-3.12	477.90
3.080754e+01	1532	34.14	-12.95	-31.26	2.75	-0.0017	0.0195	0.9998	0.0997	-1.1189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	894.0344	545.1724	33.25	-3.00	477.86
3.082764e+01	1533	34.12	-12.95	-31.25	2.75	-0.0055	0.0198	0.9998	0.3143	-1.1357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	897.7127	544.9349	31.33	-2.85	477.86
3.084762e+01	1534	34.08	-12.96	-31.24	2.74	-0.0094	0.0200	0.9998	0.5392	-1.1455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	901.6180	544.8587	29.29	-2.78	477.86
3.086771e+01	1535	34.06	-12.96	-31.25	2.74	-0.0067	0.0234	0.9997	0.3834	-1.3400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	899.0487	541.5015	30.66	-1.05	477.82
3.088769e+01	1536	34.05	-12.95	-31.25	2.74	-0.0051	0.0253	0.9997	0.2918	-1.4517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	897.5370	539.5736	31.46	-0.05	477.80
3.090778e+01	1537	34.04	-12.95	-31.25	2.74	-0.0037	0.0264	0.9996	0.2106	-1.5142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.1899	538.4916	32.17	0.50	477.79
