timestamp	gaze sample index	pupil_center_left_x	pupil_center_left_y	pupil_center_left_z	pupil_diameter_left	gaze_direction_left_x	gaze_direction_left_y	gaze_direction_left_z	azimuth_left	elevation_left	pupil_center_right_x	pupil_center_right_y	pupil_center_right_z	pupil_diameter_right	gaze_direction_right_x	gaze_direction_right_y	gaze_direction_right_z	azimuth_right	elevation_right	gaze_point_video_x	gaze_point_video_y	gaze_point_3D_x	gaze_point_3D_y	gaze_point_3D_z
1.344900e-01	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.547150e-01	2	33.93	-10.58	-31.61	2.96	-0.0049	0.2219	0.9751	0.2876	-12.8188	-33.11	-12.72	-29.64	2.71	0.0693	0.2243	0.9721	-4.0773	-12.9588	928.9808	336.9704	29.51	189.83	848.78
1.749450e-01	3	33.89	-11.11	-31.07	2.87	-0.0156	0.2167	0.9761	0.9163	-12.5153	-33.18	-12.74	-29.78	2.85	0.0496	0.2284	0.9723	-2.9228	-13.2007	943.8096	337.6140	17.34	210.19	941.95
1.947910e-01	4	33.67	-11.30	-31.38	2.86	-0.0233	0.1633	0.9863	1.3543	-9.3981	-33.22	-11.74	-31.97	3.14	0.0531	0.1292	0.9902	-3.0677	-7.4227	944.7782	414.4405	11.07	94.74	686.49
2.125570e-01	5	33.87	-12.94	-29.02	2.78	0.0040	0.2423	0.9702	-0.2378	-14.0226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	911.3570	320.9035	36.79	162.95	675.22
2.319990e-01	6	33.41	-13.21	-28.57	2.79	0.1598	0.3198	0.9339	-9.7108	-18.6484	-33.39	-12.67	-31.02	3.04	0.0848	0.1244	0.9886	-4.9025	-7.1479	840.0461	337.4473	88.89	148.46	668.76
2.522860e-01	7	33.68	-12.25	-30.34	2.85	0.0758	0.1954	0.9778	-4.4336	-11.2704	-33.46	-12.98	-30.60	2.96	0.0851	0.1321	0.9876	-4.9259	-7.5888	881.7520	397.7117	58.58	106.38	683.65
2.723230e-01	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.923970e-01	9	33.70	-12.27	-30.38	2.81	0.0060	0.1800	0.9836	-0.3521	-10.3706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	909.3000	382.1580	38.09	118.55	684.44
3.123690e-01	10	33.71	-12.33	-30.32	2.78	-0.0255	0.1781	0.9837	1.4867	-10.2603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	939.7354	384.4525	15.16	117.12	684.53
3.324660e-01	11	33.72	-12.32	-30.14	2.77	-0.0189	0.1889	0.9818	1.1042	-10.8882	-33.54	-12.68	-31.02	3.07	0.0981	0.1625	0.9818	-5.7087	-9.3501	920.5255	389.7260	21.82	83.39	505.47
3.524450e-01	12	33.77	-12.16	-30.26	2.82	-0.0110	0.1902	0.9817	0.6401	-10.9642	-33.48	-12.86	-30.58	3.06	0.0751	0.1707	0.9825	-4.3707	-9.8298	928.6669	381.8399	23.98	121.31	697.89
3.725380e-01	13	33.82	-11.89	-30.68	2.82	-0.0117	0.1808	0.9835	0.6816	-10.4152	-33.49	-12.84	-30.57	3.07	0.0799	0.1782	0.9807	-4.6581	-10.2665	926.6272	382.5957	25.23	119.28	689.63
3.925170e-01	14	33.85	-11.79	-30.85	2.84	-0.0124	0.1776	0.9840	0.7206	-10.2311	-33.37	-13.12	-29.96	3.02	0.0315	0.1853	0.9822	-1.8390	-10.6796	950.7801	376.7208	14.50	257.67	1433.00
4.126110e-01	15	33.85	-11.76	-30.90	2.84	-0.0157	0.1748	0.9845	0.9161	-10.0695	-33.46	-12.97	-30.28	3.03	0.0618	0.1797	0.9818	-3.5990	-10.3533	937.5700	383.6223	20.12	141.07	820.25
4.325890e-01	16	33.86	-11.74	-30.93	2.85	-0.0155	0.1729	0.9848	0.8999	-9.9550	-33.51	-12.90	-30.41	3.04	0.0760	0.1767	0.9813	-4.4300	-10.1780	930.2917	387.2350	22.46	116.10	691.60
4.526840e-01	17	33.86	-11.74	-30.92	2.85	-0.0158	0.1738	0.9847	0.9173	-10.0072	-33.48	-12.93	-30.34	3.05	0.0666	0.1798	0.9814	-3.8814	-10.3589	935.1669	384.5045	20.89	131.47	769.01
4.726620e-01	18	33.87	-11.73	-30.94	2.85	-0.0148	0.1733	0.9848	0.8634	-9.9797	-33.47	-12.94	-30.31	3.05	0.0634	0.1815	0.9814	-3.6962	-10.4547	936.3211	383.5873	20.90	138.76	806.73
4.927560e-01	19	33.87	-11.73	-30.95	2.86	-0.0148	0.1726	0.9849	0.8609	-9.9376	-33.48	-12.94	-30.30	3.05	0.0610	0.1823	0.9814	-3.5568	-10.5026	937.4907	383.3570	20.42	142.87	829.32
5.127340e-01	20	33.87	-11.73	-30.95	2.86	-0.0152	0.1718	0.9850	0.8835	-9.8916	-33.48	-12.94	-30.29	3.05	0.0607	0.1827	0.9813	-3.5385	-10.5262	937.8239	383.5884	20.01	141.92	825.04
5.328280e-01	21	33.86	-11.78	-30.84	2.84	-0.0207	0.1717	0.9849	1.2050	-9.8876	-33.48	-12.94	-30.29	3.05	0.0603	0.1830	0.9813	-3.5182	-10.5461	940.5839	384.0456	16.36	132.30	771.22
5.528070e-01	22	33.86	-11.76	-30.88	2.85	-0.0180	0.1729	0.9848	1.0495	-9.9592	-33.50	-12.94	-30.29	3.04	0.0674	0.1820	0.9810	-3.9285	-10.4837	935.8502	384.2352	19.45	126.11	736.28
5.729010e-01	23	33.86	-11.75	-30.89	2.86	-0.0171	0.1741	0.9846	0.9926	-10.0247	-33.51	-12.94	-30.29	3.04	0.0703	0.1812	0.9809	-4.1016	-10.4399	933.9207	384.1677	20.60	123.69	721.95
5.928790e-01	24	33.85	-11.75	-30.89	2.86	-0.0160	0.1746	0.9845	0.9303	-10.0558	-33.52	-12.94	-30.28	3.04	0.0722	0.1816	0.9807	-4.2083	-10.4606	932.5167	383.7771	21.53	122.91	715.70
6.129740e-01	25	33.84	-11.80	-30.80	2.84	-0.0220	0.1724	0.9848	1.2821	-9.9279	-33.52	-12.94	-30.26	3.05	0.0717	0.1840	0.9803	-4.1839	-10.6042	935.5615	384.3733	17.77	113.78	664.91
6.329520e-01	26	33.86	-11.78	-30.84	2.86	-0.0180	0.1735	0.9847	1.0465	-9.9904	-33.51	-12.95	-30.23	3.05	0.0711	0.1861	0.9800	-4.1476	-10.7247	933.9943	382.3576	19.89	121.01	698.15
6.530460e-01	27	33.86	-11.77	-30.85	2.86	-0.0174	0.1731	0.9847	1.0122	-9.9706	-33.51	-12.93	-30.26	3.05	0.0635	0.1855	0.9806	-3.7068	-10.6928	937.4758	382.0617	18.97	133.59	769.06
6.730250e-01	28	33.86	-11.76	-30.87	2.86	-0.0185	0.1722	0.9849	1.0744	-9.9150	-33.51	-12.92	-30.28	3.05	0.0596	0.1864	0.9807	-3.4762	-10.7446	939.9354	381.9087	17.37	137.57	791.05
6.931180e-01	29	33.85	-11.77	-30.86	2.85	-0.0184	0.1732	0.9847	1.0681	-9.9722	-33.51	-12.92	-30.27	3.05	0.0553	0.1882	0.9806	-3.2270	-10.8475	942.0117	380.2177	16.42	146.47	833.12
7.130970e-01	30	33.84	-11.79	-30.81	2.84	-0.0223	0.1722	0.9848	1.2972	-9.9171	-33.51	-12.92	-30.25	3.05	0.0502	0.1897	0.9806	-2.9296	-10.9373	946.3662	380.0217	12.43	146.73	833.29
7.331910e-01	31	33.84	-11.78	-30.82	2.84	-0.0212	0.1718	0.9849	1.2352	-9.8945	-33.52	-12.90	-30.28	3.05	0.0536	0.1885	0.9806	-3.1263	-10.8675	944.2100	380.9198	14.05	142.39	813.33
7.531700e-01	32	33.83	-11.78	-30.82	2.83	-0.0224	0.1701	0.9852	1.3025	-9.7955	-33.56	-12.81	-30.47	3.06	0.0654	0.1918	0.9793	-3.8185	-11.0577	938.9110	381.3826	15.71	118.68	680.19
7.732630e-01	33	33.84	-11.78	-30.82	2.82	-0.0224	0.1693	0.9853	1.3020	-9.7481	-33.58	-12.76	-30.56	3.07	0.0694	0.1936	0.9786	-4.0587	-11.1613	936.8630	381.3148	16.29	112.15	642.61
7.932420e-01	34	33.83	-11.80	-30.79	2.82	-0.0211	0.1706	0.9851	1.2293	-9.8234	-33.59	-12.73	-30.63	3.08	0.0716	0.1938	0.9784	-4.1851	-11.1767	935.2116	380.5264	17.40	112.25	640.09
8.133360e-01	35	33.82	-11.82	-30.75	2.82	-0.0180	0.1726	0.9848	1.0500	-9.9368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	929.2954	389.6403	21.51	105.94	641.30
8.333140e-01	36	33.81	-11.83	-30.72	2.81	-0.0195	0.1718	0.9849	1.1355	-9.8900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	930.7305	390.4727	20.49	105.38	641.41
8.534080e-01	37	33.81	-11.76	-30.86	2.79	-0.0280	0.1683	0.9853	1.6303	-9.6909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	938.9278	393.8121	14.68	103.11	641.54
8.733870e-01	38	33.84	-11.18	-31.78	2.90	-0.0713	0.2051	0.9761	4.1776	-11.8356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	981.4729	356.2059	-14.82	128.79	634.34
8.934800e-01	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.134590e-01	40	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.06	-13.69	-29.87	5.58	0.1311	0.1364	0.9819	-7.6075	-7.8371	878.9189	426.2937	56.66	79.60	641.89
9.335530e-01	41	33.75	-11.26	-31.33	2.84	-0.0416	0.2159	0.9755	2.4441	-12.4695	-33.23	-12.62	-30.64	3.81	-0.2722	0.3933	0.8782	17.2209	-23.1594	952.7664	345.4817	5.34	136.09	634.37
9.535320e-01	42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.24	-11.39	-32.27	3.47	-0.0665	0.2214	0.9729	3.9094	-12.7905	1073.2240	341.2395	-78.72	140.06	633.32
9.736260e-01	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.20	-11.89	-31.41	3.18	-0.0041	0.1770	0.9842	0.2372	-10.1925	1010.8467	386.3406	-35.99	109.17	641.91
9.936050e-01	44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.28	-11.15	-32.69	3.22	0.0295	0.1289	0.9912	-1.7048	-7.4060	977.7151	431.8073	-13.10	77.03	645.42
1.013698e+00	45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.32	-10.91	-33.19	3.23	0.0402	0.1031	0.9939	-2.3138	-5.9169	967.1382	456.3544	-5.85	59.61	646.73
1.033677e+00	46	33.65	-11.67	-30.53	2.76	-0.0298	0.2151	0.9761	1.7509	-12.4188	-33.34	-10.83	-33.37	3.24	0.0448	0.0918	0.9948	-2.5814	-5.2665	950.3550	426.1671	2.05	26.13	208.80
1.053771e+00	47	33.64	-11.71	-30.41	2.75	-0.0272	0.2178	0.9756	1.5989	-12.5800	-33.34	-10.82	-33.43	3.23	0.0467	0.0853	0.9953	-2.6879	-4.8906	947.5756	432.0972	2.35	21.82	183.98
1.073750e+00	48	33.68	-11.68	-30.50	2.78	-0.0349	0.2086	0.9774	2.0471	-12.0404	-33.34	-10.81	-33.45	3.24	0.0478	0.0823	0.9955	-2.7503	-4.7187	951.3137	434.4411	1.83	24.54	211.43
1.093843e+00	49	33.70	-11.67	-30.54	2.78	-0.0374	0.2058	0.9779	2.1875	-11.8744	-33.35	-10.91	-33.30	3.23	0.0490	0.0854	0.9951	-2.8210	-4.8990	952.1368	432.0456	1.80	27.43	231.06
1.113822e+00	50	33.71	-11.65	-30.56	2.79	-0.0389	0.2055	0.9779	2.2759	-11.8594	-33.41	-10.97	-33.23	3.24	0.0412	0.0826	0.9957	-2.3698	-4.7406	957.0840	435.5009	0.50	24.95	217.02
1.133916e+00	51	33.71	-11.64	-30.57	2.79	-0.0389	0.2054	0.9779	2.2807	-11.8534	-33.41	-11.18	-32.85	3.19	0.0519	0.0956	0.9941	-2.9862	-5.4852	951.9214	424.0414	2.15	33.75	264.69
1.153895e+00	52	33.72	-11.64	-30.57	2.80	-0.0391	0.2063	0.9777	2.2908	-11.9059	-33.43	-11.41	-32.47	3.16	0.0586	0.1069	0.9925	-3.3770	-6.1338	948.8862	415.4123	3.48	41.08	299.83
1.173988e+00	53	33.72	-11.64	-30.59	2.80	-0.0399	0.2025	0.9785	2.3324	-11.6849	-33.49	-11.76	-31.93	3.10	0.0644	0.1197	0.9907	-3.7174	-6.8721	946.7721	408.1987	4.98	51.43	354.85
1.193967e+00	54	33.72	-11.64	-30.58	2.80	-0.0397	0.2036	0.9782	2.3252	-11.7493	-33.56	-12.95	-29.90	2.95	0.0013	0.1900	0.9818	-0.0773	-10.9532	978.3189	362.1461	-27.88	274.25	1396.52
1.214060e+00	55	33.72	-11.64	-30.57	2.81	-0.0398	0.2045	0.9781	2.3308	-11.8000	-33.58	-13.39	-29.12	2.89	-0.0240	0.2232	0.9745	1.4102	-12.8957	990.5553	345.0480	-57.41	372.70	1728.95
1.234040e+00	56	33.72	-11.64	-30.56	2.81	-0.0395	0.2054	0.9779	2.3160	-11.8524	-33.52	-12.39	-30.70	3.03	0.0321	0.1746	0.9841	-1.8655	-10.0557	963.5358	371.8162	-2.84	136.91	738.29
1.254133e+00	57	33.72	-11.60	-30.63	2.81	-0.0367	0.2046	0.9781	2.1510	-11.8087	-33.45	-12.54	-30.38	3.02	0.0288	0.2146	0.9763	-1.6872	-12.3905	964.0319	350.8800	-3.87	198.38	950.63
1.274112e+00	58	33.70	-11.58	-30.54	2.82	-0.0129	0.2303	0.9730	0.7578	-13.3138	-33.41	-12.49	-30.23	3.04	0.0212	0.2470	0.9688	-1.2538	-14.2975	956.6965	320.1995	6.73	365.18	1504.43
1.294206e+00	59	33.69	-11.57	-30.49	2.82	-0.0027	0.2419	0.9703	0.1612	-13.9962	-33.40	-12.51	-30.18	3.04	0.0217	0.2534	0.9671	-1.2846	-14.6793	951.8315	310.3869	21.28	540.14	2129.74
1.314185e+00	60	33.68	-11.56	-30.47	2.83	0.0044	0.2498	0.9683	-0.2628	-14.4669	-33.39	-12.52	-30.14	3.04	0.0224	0.2570	0.9662	-1.3286	-14.8906	948.2340	304.0512	43.16	799.74	3068.27
1.334278e+00	61	33.67	-11.55	-30.45	2.83	0.0100	0.2561	0.9666	-0.5907	-14.8409	-33.37	-12.56	-30.05	3.03	0.0150	0.2532	0.9673	-0.8911	-14.6695	949.2365	301.9946	121.87	2466.78	9380.74
1.354257e+00	62	33.67	-11.55	-30.44	2.83	0.0145	0.2615	0.9651	-0.8613	-15.1581	-33.36	-12.60	-29.96	3.01	0.0080	0.2491	0.9684	-0.4746	-14.4238	950.4083	301.4163	109.80	2472.59	9379.19
1.374351e+00	63	33.67	-11.54	-30.42	2.83	0.0189	0.2670	0.9635	-1.1265	-15.4840	-33.34	-12.64	-29.88	3.00	0.0024	0.2444	0.9697	-0.1425	-14.1464	950.9619	301.0150	104.10	2476.43	9377.51
1.394330e+00	64	33.66	-11.54	-30.40	2.83	0.0220	0.2707	0.9624	-1.3090	-15.7030	-33.32	-12.66	-29.84	3.01	-0.0012	0.2468	0.9691	0.0711	-14.2892	951.2632	297.9801	101.34	2506.10	9369.26
1.414423e+00	65	33.66	-11.54	-30.38	2.84	0.0244	0.2747	0.9612	-1.4525	-15.9462	-33.32	-12.68	-29.79	3.00	-0.0056	0.2447	0.9696	0.3303	-14.1613	952.2170	297.0176	91.58	2515.43	9365.97
1.434402e+00	66	33.66	-11.54	-30.36	2.84	0.0263	0.2785	0.9601	-1.5707	-16.1691	-33.36	-12.60	-29.97	3.01	0.0119	0.2500	0.9682	-0.7048	-14.4746	943.1129	292.3786	186.22	2559.45	9353.54
1.454496e+00	67	33.65	-11.61	-30.24	2.83	0.0319	0.2869	0.9574	-1.9099	-16.6754	-33.32	-12.68	-29.77	2.99	-0.0023	0.2449	0.9695	0.1356	-14.1783	947.1786	290.6628	144.37	2576.23	9347.28
1.474475e+00	68	33.65	-11.63	-30.19	2.82	0.0339	0.2908	0.9562	-2.0281	-16.9083	-33.40	-12.46	-30.21	3.03	0.0262	0.2271	0.9735	-1.5421	-13.1256	932.7812	297.3051	292.44	2508.39	9360.45
1.494568e+00	69	33.66	-11.66	-30.13	2.82	0.0333	0.2899	0.9565	-1.9965	-16.8494	-33.40	-12.53	-30.09	3.01	0.0309	0.2314	0.9724	-1.8212	-13.3824	930.8206	295.6121	312.85	2524.78	9356.41
1.514547e+00	70	33.63	-11.80	-29.81	2.76	0.0152	0.2750	0.9613	-0.9034	-15.9621	-33.38	-12.59	-29.97	2.99	0.0355	0.2276	0.9731	-2.0878	-13.1554	935.1860	313.9466	12.12	106.79	428.18
1.534641e+00	71	33.63	-11.86	-29.67	2.75	0.0108	0.2698	0.9629	-0.6439	-15.6508	-33.35	-12.72	-29.76	2.97	0.0163	0.2534	0.9672	-0.9642	-14.6805	947.8558	298.3436	15.23	279.14	1045.36
1.554620e+00	72	33.63	-11.89	-29.59	2.74	0.0069	0.2669	0.9637	-0.4087	-15.4821	-33.36	-12.68	-29.84	2.99	0.0182	0.2566	0.9663	-1.0811	-14.8705	949.1483	295.8307	39.20	802.13	2972.45
1.574714e+00	73	33.63	-11.92	-29.53	2.74	0.0059	0.2636	0.9646	-0.3524	-15.2810	-33.37	-12.76	-29.76	2.91	0.0086	0.2585	0.9660	-0.5109	-14.9795	954.1937	296.2120	36.82	1304.42	4840.14
1.594692e+00	74	33.84	-12.18	-29.14	2.70	0.0083	0.2699	0.9629	-0.4947	-15.6555	-33.36	-12.78	-29.74	2.93	0.0081	0.2631	0.9647	-0.4812	-15.2545	953.3553	290.7607	41.65	1331.86	4832.75
1.614786e+00	75	33.73	-12.08	-29.27	2.71	0.0038	0.2653	0.9642	-0.2245	-15.3836	-33.32	-12.78	-29.72	2.93	0.0101	0.2675	0.9635	-0.5980	-15.5133	954.6224	290.5059	65.70	2509.81	9097.01
1.634765e+00	76	33.69	-12.06	-29.27	2.71	0.0001	0.2599	0.9656	-0.0085	-15.0645	-33.32	-12.78	-29.73	2.93	0.0101	0.2683	0.9633	-0.5983	-15.5624	956.2478	293.4259	19.80	1002.91	3678.41
1.654858e+00	77	33.89	-12.19	-29.05	2.77	0.0106	0.2773	0.9607	-0.6331	-16.0998	-33.32	-12.77	-29.74	2.94	0.0111	0.2688	0.9631	-0.6613	-15.5945	949.2744	294.0252	4.52	93.91	345.41
1.674837e+00	78	33.96	-12.26	-28.95	2.78	0.0134	0.2820	0.9593	-0.7973	-16.3780	-33.33	-12.75	-29.77	2.94	0.0137	0.2669	0.9636	-0.8123	-15.4791	946.5115	292.5539	5.58	94.43	345.27
1.694931e+00	79	33.79	-12.19	-29.04	2.72	0.0016	0.2663	0.9639	-0.0935	-15.4439	-33.34	-12.73	-29.79	2.95	0.0152	0.2659	0.9639	-0.9014	-15.4222	953.1991	291.1388	41.52	1300.59	4726.57
1.714910e+00	80	33.92	-12.27	-28.95	2.74	0.0101	0.2754	0.9613	-0.6048	-15.9868	-33.33	-12.75	-29.80	2.95	0.0010	0.2848	0.9586	-0.0574	-16.5453	956.0209	277.0906	27.70	1369.54	4707.12
1.735004e+00	81	33.72	-12.31	-28.83	2.66	-0.0005	0.2530	0.9675	0.0322	-14.6530	-33.33	-12.75	-29.81	2.96	-0.0057	0.2951	0.9554	0.3439	-17.1660	964.1943	283.2565	-15.30	1339.70	4714.69
1.754982e+00	82	33.89	-12.32	-28.86	2.70	0.0088	0.2691	0.9631	-0.5244	-15.6136	-33.35	-12.72	-29.85	2.95	0.0009	0.2873	0.9578	-0.0535	-16.6963	956.6639	278.9900	24.23	1360.29	4709.69
1.775076e+00	83	33.72	-12.34	-28.78	2.66	0.0006	0.2540	0.9672	-0.0345	-14.7164	-33.35	-12.68	-29.91	2.97	0.0035	0.2882	0.9575	-0.2086	-16.7531	959.2596	286.1467	10.22	1325.36	4719.19
1.795055e+00	84	33.65	-12.33	-28.75	2.65	0.0001	0.2506	0.9681	-0.0055	-14.5132	-33.37	-12.65	-29.97	2.97	0.0033	0.2909	0.9567	-0.1987	-16.9123	959.5737	286.5184	8.56	1323.47	4719.40
1.815148e+00	85	33.66	-12.34	-28.76	2.64	0.0024	0.2487	0.9686	-0.1439	-14.3991	-33.39	-12.61	-30.04	2.98	0.0021	0.2944	0.9557	-0.1280	-17.1230	959.0384	285.6895	11.40	1327.40	4717.93
1.835127e+00	86	33.64	-12.36	-28.69	2.62	0.0044	0.2459	0.9693	-0.2591	-14.2327	-33.40	-12.57	-30.11	3.00	0.0016	0.2991	0.9542	-0.0934	-17.4025	958.4052	284.7225	14.77	1331.96	4716.11
1.855221e+00	87	33.64	-12.39	-28.66	2.59	0.0073	0.2422	0.9702	-0.4304	-14.0148	-33.37	-12.64	-30.01	3.02	-0.0147	0.3214	0.9468	0.8880	-18.7483	964.8502	275.2342	-18.09	1377.90	4700.17
1.875200e+00	88	33.85	-12.37	-28.79	2.63	0.0098	0.2615	0.9651	-0.5841	-15.1611	-33.40	-12.56	-30.15	3.02	-0.0094	0.3189	0.9477	0.5688	-18.5976	961.2373	266.6934	1.29	1419.58	4689.79
1.895293e+00	89	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.37	-12.62	-30.05	3.03	-0.0194	0.3318	0.9432	1.1805	-19.3759	987.2814	223.8721	-129.27	1624.36	4623.70
1.915272e+00	90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.35	-12.51	-30.02	2.97	0.0071	0.2872	0.9578	-0.4268	-16.6928	961.0850	269.8596	1.86	1404.79	4696.12
1.935366e+00	91	33.52	-12.29	-28.54	2.65	0.1159	0.3150	0.9420	-7.0161	-18.3630	-33.35	-12.20	-30.31	3.01	0.0337	0.2618	0.9645	-2.0016	-15.1790	890.1135	266.5858	369.26	1410.96	4674.09
1.955345e+00	92	33.84	-11.08	-30.51	2.84	0.0710	0.2700	0.9602	-4.2300	-15.6633	-33.34	-12.22	-30.26	2.99	0.0361	0.2573	0.9656	-2.1397	-14.9127	910.4356	292.4573	264.48	1289.32	4720.97
1.975438e+00	93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.36	-12.09	-30.41	3.02	0.0442	0.2491	0.9675	-2.6173	-14.4242	925.6263	307.4142	184.85	1217.01	4743.27
1.995417e+00	94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.37	-12.04	-30.49	3.02	0.0460	0.2424	0.9691	-2.7200	-14.0310	923.8764	313.9460	193.80	1184.24	4751.10
2.015511e+00	95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.37	-12.08	-30.41	3.02	0.0541	0.2425	0.9686	-3.1996	-14.0316	916.2317	313.7583	233.82	1184.25	4749.10
2.035490e+00	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.37	-12.02	-30.51	3.02	0.0495	0.2393	0.9697	-2.9214	-13.8431	920.6130	317.0050	210.80	1168.55	4754.14
2.055583e+00	97	33.91	-11.49	-30.00	2.88	0.0278	0.2887	0.9570	-1.6618	-16.7788	-33.29	-12.64	-29.45	2.97	0.0950	0.2989	0.9495	-5.7117	-17.3921	901.0487	263.9593	59.84	272.59	893.87
2.075563e+00	98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.28	-12.76	-29.24	2.94	0.0991	0.3155	0.9437	-5.9949	-18.3893	897.8219	240.8696	62.94	293.50	886.98
2.095656e+00	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.29	-12.57	-29.56	2.98	0.0787	0.3108	0.9472	-4.7499	-18.1046	918.0350	246.4754	43.12	289.12	890.03
2.115635e+00	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.30	-12.51	-29.68	2.97	0.0719	0.3055	0.9495	-4.3307	-17.7895	924.7292	252.2215	36.51	284.10	892.09
2.135729e+00	101	33.95	-11.59	-29.82	2.87	0.0134	0.3100	0.9506	-0.8097	-18.0622	-33.34	-12.27	-30.06	3.02	0.0666	0.2746	0.9593	-3.9703	-15.9360	921.7917	266.3444	34.54	237.90	786.33
2.155707e+00	102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.36	-12.22	-30.17	3.00	0.0677	0.2591	0.9635	-4.0168	-15.0182	933.0116	301.0578	24.58	209.68	794.89
2.175801e+00	103	33.98	-11.61	-29.76	2.88	0.0099	0.3245	0.9458	-0.5983	-18.9346	-33.35	-12.25	-30.13	2.99	0.0745	0.2558	0.9639	-4.4171	-14.8189	917.8427	271.3223	20.08	123.67	416.55
2.195780e+00	104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.34	-12.26	-30.10	3.02	0.0662	0.2694	0.9608	-3.9428	-15.6280	965.9825	294.7385	-2.27	114.16	420.77
2.215873e+00	105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.34	-12.26	-30.09	3.03	0.0613	0.2759	0.9592	-3.6585	-16.0155	971.0212	287.9189	-4.56	117.21	420.06
2.235853e+00	106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.34	-12.29	-30.06	3.02	0.0596	0.2783	0.9587	-3.5603	-16.1559	972.7640	285.5114	-5.35	118.29	419.82
2.255946e+00	107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.34	-12.28	-30.10	3.01	0.0573	0.2767	0.9592	-3.4215	-16.0636	975.0561	287.2015	-6.43	117.57	420.06
2.275925e+00	108	33.45	-11.76	-29.37	2.80	0.0600	0.3488	0.9353	-3.6730	-20.4139	-33.35	-12.25	-30.15	3.02	0.0551	0.2755	0.9597	-3.2848	-15.9935	902.8597	246.9370	26.97	133.96	413.28
2.296019e+00	109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-33.36	-12.07	-30.44	3.06	0.0340	0.2638	0.9640	-2.0174	-15.2932	998.6814	301.0900	-17.48	111.26	420.31
2.315997e+00	110	33.76	-11.26	-30.41	2.89	0.0303	0.2937	0.9554	-1.8161	-17.0795	-33.40	-12.02	-30.72	3.09	0.0478	0.2311	0.9718	-2.8155	-13.3613	918.1150	307.4374	10.04	54.45	212.31
2.336090e+00	111	33.86	-10.90	-31.76	2.98	-0.0689	0.2385	0.9687	4.0701	-13.7995	-33.38	-12.57	-30.32	2.99	0.0478	0.2189	0.9746	-2.8074	-12.6438	970.6811	334.7749	-5.68	115.41	509.10
2.356070e+00	112	33.70	-11.67	-30.78	2.87	-0.0404	0.2101	0.9768	2.3702	-12.1295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940.5008	353.6560	11.18	105.32	513.11
2.376163e+00	113	33.66	-11.85	-30.60	2.84	-0.0274	0.1991	0.9796	1.6007	-11.4818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	927.6261	365.1910	18.42	98.98	514.83
