timestamp	gyroscopy_x	gyroscopy_y	gyroscopy_z
2.172050e-01	-1.485e-02	6.101e+00	-2.427e+00
2.253560e-01	-1.046e-01	6.138e+00	-2.465e+00
2.335070e-01	-8.962e-02	6.131e+00	-2.390e+00
2.416570e-01	5.992e-02	5.966e+00	-2.405e+00
2.498080e-01	2.169e-01	5.966e+00	-2.375e+00
2.579580e-01	2.917e-01	5.988e+00	-2.360e+00
2.661090e-01	3.964e-01	5.921e+00	-2.367e+00
2.742600e-01	6.730e-01	5.697e+00	-2.375e+00
2.824100e-01	9.422e-01	5.570e+00	-2.367e+00
2.905610e-01	9.272e-01	5.502e+00	-2.285e+00
2.987120e-01	8.300e-01	5.420e+00	-2.180e+00
3.068620e-01	8.749e-01	5.353e+00	-2.136e+00
3.150130e-01	9.272e-01	5.331e+00	-2.083e+00
3.231640e-01	1.137e+00	5.345e+00	-2.195e+00
3.313140e-01	9.347e-01	5.405e+00	-2.068e+00
3.394650e-01	8.226e-01	5.428e+00	-1.904e+00
3.476150e-01	8.824e-01	5.450e+00	-1.799e+00
3.557660e-01	8.600e-01	5.615e+00	-1.739e+00
3.639170e-01	1.054e+00	5.779e+00	-1.665e+00
3.720670e-01	8.674e-01	5.996e+00	-1.470e+00
3.802180e-01	5.609e-01	6.392e+00	-1.156e+00
3.883690e-01	5.011e-01	6.661e+00	-1.081e+00
3.965190e-01	3.291e-01	6.841e+00	-9.318e-01
4.046700e-01	3.067e-01	7.043e+00	-1.074e+00
4.128210e-01	5.758e-01	7.147e+00	-1.246e+00
4.209710e-01	5.384e-01	7.110e+00	-1.425e+00
4.294420e-01	3.440e-01	7.110e+00	-1.605e+00
4.379140e-01	2.169e-01	7.028e+00	-1.717e+00
4.463850e-01	3.440e-01	7.013e+00	-2.023e+00
4.548560e-01	2.394e-01	6.803e+00	-2.248e+00
4.633270e-01	3.067e-01	6.602e+00	-2.397e+00
4.717980e-01	3.889e-01	6.243e+00	-2.457e+00
4.802690e-01	4.562e-01	6.063e+00	-2.532e+00
4.887410e-01	2.693e-01	5.951e+00	-2.487e+00
4.972120e-01	5.160e-01	5.727e+00	-2.524e+00
5.056830e-01	4.113e-01	5.600e+00	-2.420e+00
5.141540e-01	5.908e-01	5.458e+00	-2.494e+00
5.226250e-01	5.235e-01	5.316e+00	-2.382e+00
5.310960e-01	4.786e-01	5.345e+00	-2.195e+00
5.395680e-01	4.562e-01	5.502e+00	-1.994e+00
5.480390e-01	6.207e-01	5.502e+00	-1.926e+00
5.565100e-01	6.880e-01	5.488e+00	-2.061e+00
5.649810e-01	4.188e-01	5.585e+00	-2.203e+00
5.734520e-01	5.459e-01	5.562e+00	-2.367e+00
5.819230e-01	7.478e-01	5.622e+00	-2.323e+00
5.903950e-01	9.347e-01	5.592e+00	-2.397e+00
5.988660e-01	9.347e-01	5.749e+00	-2.240e+00
6.073370e-01	8.824e-01	6.063e+00	-1.934e+00
6.158080e-01	9.422e-01	6.235e+00	-1.530e+00
6.242790e-01	1.107e+00	6.557e+00	-1.223e+00
6.323900e-01	9.198e-01	6.721e+00	-9.019e-01
6.405000e-01	7.852e-01	6.938e+00	-8.869e-01
6.486100e-01	6.431e-01	6.953e+00	-1.126e+00
6.567210e-01	3.964e-01	6.818e+00	-1.306e+00
6.648310e-01	5.833e-01	6.684e+00	-1.687e+00
6.729410e-01	2.169e-01	6.527e+00	-1.784e+00
6.810520e-01	-5.971e-02	6.377e+00	-1.919e+00
6.891620e-01	-4.336e-01	6.228e+00	-2.016e+00
6.972720e-01	-5.457e-01	5.966e+00	-1.964e+00
7.053830e-01	-4.485e-01	5.802e+00	-2.113e+00
7.134930e-01	-3.887e-01	5.607e+00	-2.098e+00
7.216040e-01	-3.588e-01	5.420e+00	-2.061e+00
7.297140e-01	-6.354e-01	5.263e+00	-1.986e+00
7.378240e-01	-5.532e-01	5.054e+00	-2.016e+00
7.459350e-01	-4.410e-01	4.859e+00	-2.233e+00
7.540450e-01	-4.709e-01	4.830e+00	-2.367e+00
7.621550e-01	-3.588e-01	4.845e+00	-2.345e+00
7.702660e-01	-1.793e-01	4.904e+00	-2.562e+00
7.783760e-01	-1.569e-01	5.159e+00	-2.704e+00
7.864860e-01	-1.195e-01	5.233e+00	-2.681e+00
7.945970e-01	2.319e-01	5.435e+00	-2.861e+00
8.027070e-01	2.842e-01	5.600e+00	-2.928e+00
8.108170e-01	2.394e-01	5.712e+00	-2.906e+00
8.189280e-01	4.412e-01	5.996e+00	-2.943e+00
8.270380e-01	3.889e-01	6.205e+00	-2.906e+00
8.351660e-01	1.721e-01	6.392e+00	-2.816e+00
8.432930e-01	1.721e-01	6.557e+00	-2.809e+00
8.514200e-01	3.590e-01	6.564e+00	-2.861e+00
8.595480e-01	2.244e-01	6.646e+00	-2.823e+00
8.676750e-01	3.964e-01	6.482e+00	-2.816e+00
8.758030e-01	4.263e-01	6.220e+00	-2.741e+00
8.839300e-01	2.394e-01	6.213e+00	-2.375e+00
8.920580e-01	2.992e-01	6.146e+00	-2.008e+00
9.001850e-01	2.244e-01	6.153e+00	-1.627e+00
9.083120e-01	1.945e-01	5.944e+00	-1.694e+00
9.164400e-01	-1.420e-01	5.712e+00	-1.724e+00
9.245670e-01	-2.691e-01	5.517e+00	-1.807e+00
9.326950e-01	-3.887e-01	5.420e+00	-1.829e+00
9.408220e-01	-2.915e-01	5.308e+00	-2.008e+00
9.489500e-01	-3.438e-01	5.383e+00	-2.106e+00
9.570770e-01	-5.906e-01	5.383e+00	-2.203e+00
9.652050e-01	-5.233e-01	5.570e+00	-2.233e+00
9.733320e-01	-5.083e-01	5.450e+00	-2.360e+00
9.814590e-01	-5.008e-01	5.660e+00	-2.345e+00
9.895870e-01	-3.438e-01	5.742e+00	-2.412e+00
9.977140e-01	-4.784e-01	5.906e+00	-2.270e+00
1.005842e+00	-3.064e-01	6.138e+00	-2.255e+00
1.013969e+00	-1.868e-01	6.265e+00	-2.173e+00
1.022097e+00	-1.569e-01	6.205e+00	-2.128e+00
1.030224e+00	-7.369e-03	6.355e+00	-2.098e+00
1.038674e+00	6.740e-02	6.489e+00	-2.061e+00
1.047123e+00	1.197e-01	6.557e+00	-2.083e+00
1.055573e+00	1.945e-01	6.564e+00	-2.203e+00
1.064022e+00	3.814e-01	6.646e+00	-2.165e+00
1.072472e+00	4.637e-01	6.661e+00	-2.143e+00
1.080921e+00	5.085e-01	6.661e+00	-2.143e+00
1.089371e+00	6.506e-01	6.639e+00	-2.165e+00
1.097821e+00	5.310e-01	6.744e+00	-2.113e+00
1.106270e+00	3.889e-01	6.594e+00	-2.203e+00
1.114720e+00	4.487e-01	6.594e+00	-2.151e+00
1.123169e+00	5.534e-01	6.557e+00	-2.158e+00
1.131619e+00	3.141e-01	6.572e+00	-2.165e+00
1.140068e+00	3.740e-01	6.460e+00	-2.121e+00
1.148518e+00	2.992e-01	6.377e+00	-1.994e+00
1.156967e+00	4.263e-01	6.220e+00	-2.083e+00
1.165417e+00	5.459e-01	6.198e+00	-2.106e+00
1.173867e+00	4.712e-01	6.288e+00	-2.016e+00
1.182316e+00	2.768e-01	6.093e+00	-1.881e+00
1.190766e+00	4.113e-01	5.891e+00	-1.874e+00
1.199215e+00	5.085e-01	5.787e+00	-2.023e+00
1.207665e+00	3.366e-01	5.734e+00	-2.001e+00
1.216114e+00	1.945e-01	5.787e+00	-1.896e+00
1.224622e+00	2.020e-01	5.869e+00	-1.807e+00
1.233072e+00	2.394e-01	5.906e+00	-1.926e+00
1.241280e+00	2.842e-01	6.041e+00	-2.031e+00
1.249488e+00	1.870e-01	6.168e+00	-2.001e+00
1.257696e+00	1.422e-01	6.265e+00	-1.896e+00
1.265904e+00	1.272e-01	6.467e+00	-1.889e+00
1.274112e+00	7.488e-02	6.549e+00	-1.926e+00
1.282320e+00	-5.223e-02	6.542e+00	-1.926e+00
1.290528e+00	-8.962e-02	6.714e+00	-1.964e+00
1.298736e+00	7.584e-03	6.579e+00	-2.068e+00
1.306944e+00	2.254e-02	6.549e+00	-1.911e+00
1.315152e+00	-1.943e-01	6.430e+00	-1.904e+00
1.323360e+00	-7.466e-02	6.325e+00	-2.023e+00
1.331568e+00	1.197e-01	6.131e+00	-2.091e+00
1.339776e+00	3.515e-01	6.131e+00	-1.994e+00
1.347984e+00	-3.728e-02	6.086e+00	-1.799e+00
1.356192e+00	-2.980e-02	6.078e+00	-1.784e+00
1.364400e+00	-8.214e-02	6.131e+00	-1.851e+00
1.372608e+00	-7.369e-03	6.033e+00	-1.874e+00
1.380816e+00	-1.494e-01	6.220e+00	-1.687e+00
1.389024e+00	-1.420e-01	6.310e+00	-1.642e+00
1.397232e+00	3.002e-02	6.400e+00	-1.762e+00
1.405440e+00	7.584e-03	6.467e+00	-1.650e+00
1.413648e+00	-2.232e-02	6.512e+00	-1.672e+00
1.421856e+00	1.870e-01	6.504e+00	-1.769e+00
1.430064e+00	1.123e-01	6.534e+00	-1.679e+00
1.438272e+00	1.721e-01	6.624e+00	-1.747e+00
1.446648e+00	2.244e-01	6.676e+00	-1.739e+00
1.455023e+00	1.796e-01	6.706e+00	-1.717e+00
1.463399e+00	2.244e-01	6.721e+00	-1.717e+00
1.471775e+00	3.216e-01	6.676e+00	-1.762e+00
1.480151e+00	2.468e-01	6.699e+00	-1.769e+00
1.488527e+00	2.543e-01	6.654e+00	-1.814e+00
1.496902e+00	5.011e-01	6.721e+00	-1.829e+00
1.505278e+00	3.291e-01	6.661e+00	-1.777e+00
1.513654e+00	5.011e-01	6.572e+00	-1.837e+00
1.522030e+00	4.637e-01	6.714e+00	-1.904e+00
1.530406e+00	2.169e-01	6.721e+00	-1.904e+00
1.538782e+00	3.141e-01	6.609e+00	-1.896e+00
1.547157e+00	5.235e-01	6.602e+00	-1.866e+00
1.555533e+00	4.263e-01	6.527e+00	-1.792e+00
1.563909e+00	6.057e-01	6.617e+00	-1.784e+00
1.572285e+00	7.403e-01	6.736e+00	-1.530e+00
1.580661e+00	5.684e-01	6.542e+00	-1.403e+00
1.589036e+00	6.730e-01	6.400e+00	-1.530e+00
1.597412e+00	6.805e-01	6.175e+00	-1.814e+00
1.605788e+00	9.123e-01	5.996e+00	-2.046e+00
1.614164e+00	5.085e-01	6.033e+00	-1.964e+00
1.622540e+00	5.833e-01	5.929e+00	-2.046e+00
1.630915e+00	5.384e-01	5.996e+00	-2.113e+00
1.639291e+00	5.384e-01	6.198e+00	-2.023e+00
1.647442e+00	5.684e-01	6.437e+00	-1.919e+00
1.655592e+00	8.001e-01	6.736e+00	-1.642e+00
1.663743e+00	6.282e-01	6.946e+00	-1.313e+00
1.671894e+00	6.955e-01	7.073e+00	-1.336e+00
1.680044e+00	6.356e-01	7.058e+00	-1.455e+00
1.688195e+00	4.786e-01	7.110e+00	-1.702e+00
1.696346e+00	6.057e-01	7.013e+00	-1.851e+00
1.704496e+00	8.525e-01	6.796e+00	-2.008e+00
1.712647e+00	6.057e-01	6.781e+00	-2.008e+00
1.720797e+00	7.254e-01	6.519e+00	-2.113e+00
1.728948e+00	4.562e-01	6.362e+00	-2.165e+00
1.737099e+00	2.768e-01	6.198e+00	-2.083e+00
1.745249e+00	1.945e-01	5.876e+00	-1.904e+00
1.753400e+00	2.618e-01	5.712e+00	-1.784e+00
1.761551e+00	3.067e-01	5.502e+00	-1.874e+00
1.769701e+00	1.272e-01	5.353e+00	-1.859e+00
1.777852e+00	-1.569e-01	5.368e+00	-1.582e+00
1.786003e+00	-1.046e-01	5.353e+00	-1.597e+00
1.794153e+00	1.123e-01	5.540e+00	-1.657e+00
1.802304e+00	7.584e-03	5.772e+00	-1.687e+00
1.810454e+00	7.488e-02	5.974e+00	-1.792e+00
1.818605e+00	-1.485e-02	6.205e+00	-1.754e+00
1.826756e+00	-7.369e-03	6.527e+00	-1.724e+00
1.834906e+00	1.422e-01	6.766e+00	-1.814e+00
1.843057e+00	1.796e-01	6.946e+00	-1.889e+00
1.851170e+00	2.394e-01	6.975e+00	-2.023e+00
1.859283e+00	3.740e-01	7.050e+00	-2.151e+00
1.867395e+00	2.842e-01	6.901e+00	-2.218e+00
1.875508e+00	1.422e-01	6.699e+00	-2.263e+00
1.883621e+00	7.488e-02	6.602e+00	-2.345e+00
1.891734e+00	2.254e-02	6.437e+00	-2.323e+00
1.899847e+00	1.048e-01	6.220e+00	-2.278e+00
1.907959e+00	-1.420e-01	6.138e+00	-2.218e+00
1.916072e+00	-7.466e-02	6.041e+00	-2.001e+00
1.924185e+00	-2.242e-01	6.011e+00	-1.605e+00
1.932298e+00	-2.167e-01	6.018e+00	-1.380e+00
1.940411e+00	-3.887e-01	5.996e+00	-1.485e+00
1.948523e+00	-2.840e-01	5.876e+00	-1.717e+00
1.956636e+00	-3.289e-01	5.876e+00	-1.747e+00
1.964749e+00	-3.962e-01	6.003e+00	-1.799e+00
1.972862e+00	-4.410e-01	6.071e+00	-2.031e+00
1.980974e+00	-4.186e-01	6.295e+00	-2.113e+00
1.989087e+00	-2.242e-01	6.355e+00	-2.173e+00
1.997200e+00	-1.793e-01	6.385e+00	-2.240e+00
2.005313e+00	9.731e-02	6.564e+00	-2.345e+00
2.013426e+00	1.422e-01	6.609e+00	-2.218e+00
2.021538e+00	8.235e-02	6.534e+00	-2.001e+00
2.029651e+00	-2.691e-01	6.639e+00	-1.739e+00
2.037764e+00	-7.466e-02	6.617e+00	-1.650e+00
2.045877e+00	-2.980e-02	6.564e+00	-1.478e+00
2.054330e+00	1.721e-01	6.617e+00	-1.485e+00
2.062784e+00	8.235e-02	6.602e+00	-1.522e+00
2.071237e+00	2.468e-01	6.639e+00	-1.500e+00
2.079690e+00	6.431e-01	6.564e+00	-1.665e+00
2.088144e+00	8.001e-01	6.646e+00	-1.747e+00
2.096597e+00	8.151e-01	6.624e+00	-1.859e+00
2.105050e+00	6.132e-01	6.624e+00	-1.889e+00
2.113504e+00	6.356e-01	6.691e+00	-1.896e+00
2.121957e+00	7.702e-01	6.729e+00	-2.016e+00
2.130411e+00	5.983e-01	6.624e+00	-1.941e+00
2.138864e+00	6.057e-01	6.504e+00	-2.008e+00
2.147317e+00	5.609e-01	6.504e+00	-1.941e+00
2.155771e+00	3.964e-01	6.355e+00	-1.994e+00
2.164224e+00	1.496e-01	6.280e+00	-1.844e+00
2.172677e+00	2.992e-01	6.160e+00	-1.926e+00
2.181131e+00	-3.728e-02	6.078e+00	-1.889e+00
2.189584e+00	4.497e-02	5.884e+00	-2.023e+00
2.198037e+00	1.347e-01	5.861e+00	-2.046e+00
2.206491e+00	-7.466e-02	5.876e+00	-2.136e+00
2.214944e+00	-1.644e-01	5.974e+00	-2.180e+00
2.223398e+00	1.496e-01	5.974e+00	-2.210e+00
2.231851e+00	3.002e-02	6.108e+00	-2.210e+00
2.240304e+00	1.048e-01	6.071e+00	-2.263e+00
2.248758e+00	1.571e-01	6.153e+00	-2.300e+00
2.256894e+00	1.197e-01	6.101e+00	-2.263e+00
2.265030e+00	7.488e-02	6.018e+00	-2.248e+00
2.273166e+00	-5.971e-02	6.041e+00	-2.158e+00
2.281433e+00	1.048e-01	6.063e+00	-2.061e+00
2.289569e+00	7.488e-02	6.003e+00	-1.994e+00
2.297705e+00	-7.369e-03	6.048e+00	-1.949e+00
2.305841e+00	3.749e-02	6.235e+00	-1.979e+00
2.313977e+00	8.235e-02	6.273e+00	-2.031e+00
2.322113e+00	-1.345e-01	6.377e+00	-1.986e+00
2.330249e+00	-2.980e-02	6.392e+00	-2.016e+00
2.338385e+00	1.197e-01	6.542e+00	-2.083e+00
2.346521e+00	4.497e-02	6.624e+00	-2.046e+00
2.354657e+00	2.095e-01	6.744e+00	-2.046e+00
2.362793e+00	4.562e-01	6.744e+00	-2.165e+00
2.370929e+00	7.029e-01	6.729e+00	-2.210e+00
2.379065e+00	6.356e-01	6.729e+00	-2.106e+00
2.387201e+00	6.506e-01	6.594e+00	-1.994e+00
2.395337e+00	6.356e-01	6.542e+00	-1.956e+00
2.403473e+00	6.506e-01	6.460e+00	-1.874e+00
2.411609e+00	6.356e-01	6.362e+00	-1.762e+00
2.419745e+00	6.282e-01	6.415e+00	-1.665e+00
2.427881e+00	7.927e-01	6.460e+00	-1.679e+00
2.436017e+00	8.375e-01	6.415e+00	-1.657e+00
2.444153e+00	1.039e+00	6.467e+00	-1.665e+00
2.452289e+00	8.151e-01	6.400e+00	-1.627e+00
2.460491e+00	7.029e-01	6.310e+00	-1.665e+00
2.468693e+00	7.628e-01	6.220e+00	-1.702e+00
2.476895e+00	6.656e-01	6.183e+00	-1.739e+00
2.485096e+00	6.057e-01	6.198e+00	-1.784e+00
2.493298e+00	4.861e-01	6.228e+00	-1.814e+00
2.501500e+00	4.412e-01	6.146e+00	-1.814e+00
2.509702e+00	4.487e-01	6.273e+00	-1.829e+00
2.517904e+00	5.011e-01	6.370e+00	-1.837e+00
2.526106e+00	4.338e-01	6.347e+00	-1.956e+00
2.534308e+00	2.693e-01	6.288e+00	-2.053e+00
2.542510e+00	4.338e-01	6.467e+00	-2.143e+00
2.550712e+00	2.319e-01	6.482e+00	-2.218e+00
2.558914e+00	3.889e-01	6.415e+00	-2.360e+00
2.567115e+00	2.992e-01	6.377e+00	-2.435e+00
2.575317e+00	3.440e-01	6.220e+00	-2.487e+00
2.583519e+00	4.487e-01	6.138e+00	-2.622e+00
2.591721e+00	5.758e-01	6.011e+00	-2.509e+00
2.599923e+00	5.983e-01	5.988e+00	-2.487e+00
2.608125e+00	5.459e-01	5.846e+00	-2.188e+00
2.616327e+00	4.039e-01	5.854e+00	-2.008e+00
2.624529e+00	2.992e-01	5.592e+00	-2.136e+00
2.632731e+00	3.366e-01	5.331e+00	-2.412e+00
2.640933e+00	1.197e-01	5.360e+00	-2.442e+00
2.649135e+00	1.272e-01	5.465e+00	-2.532e+00
2.657336e+00	2.020e-01	5.712e+00	-2.457e+00
2.665734e+00	4.562e-01	5.884e+00	-2.360e+00
2.674131e+00	5.459e-01	6.340e+00	-2.225e+00
2.682529e+00	5.758e-01	6.676e+00	-2.091e+00
2.690926e+00	5.983e-01	6.811e+00	-1.926e+00
2.699324e+00	6.880e-01	7.028e+00	-1.642e+00
2.707721e+00	6.506e-01	7.095e+00	-1.440e+00
2.716118e+00	7.702e-01	6.818e+00	-1.627e+00
2.724516e+00	8.674e-01	6.504e+00	-1.926e+00
2.732913e+00	9.871e-01	6.347e+00	-2.151e+00
2.741311e+00	8.749e-01	6.183e+00	-2.173e+00
2.749708e+00	7.328e-01	6.018e+00	-2.076e+00
2.758105e+00	6.207e-01	6.086e+00	-2.083e+00
2.766503e+00	3.515e-01	5.921e+00	-2.136e+00
2.774900e+00	2.020e-01	5.831e+00	-2.091e+00
2.783298e+00	1.506e-02	5.839e+00	-2.053e+00
2.791695e+00	-2.092e-01	5.697e+00	-2.061e+00
2.800093e+00	-6.205e-01	5.689e+00	-1.941e+00
2.808490e+00	-5.457e-01	5.689e+00	-2.031e+00
2.816887e+00	-8.224e-01	5.660e+00	-1.986e+00
2.825285e+00	-7.476e-01	5.727e+00	-1.994e+00
2.833682e+00	-8.971e-01	5.861e+00	-1.986e+00
2.842080e+00	-1.174e+00	5.981e+00	-1.799e+00
2.850477e+00	-1.211e+00	6.108e+00	-1.694e+00
2.858874e+00	-1.338e+00	6.146e+00	-1.665e+00
2.866985e+00	-1.667e+00	6.445e+00	-1.665e+00
2.875095e+00	-1.779e+00	6.497e+00	-1.739e+00
2.883206e+00	-1.892e+00	6.504e+00	-1.754e+00
2.891316e+00	-1.944e+00	6.437e+00	-2.023e+00
2.899426e+00	-1.944e+00	6.265e+00	-2.195e+00
2.907537e+00	-2.348e+00	6.205e+00	-2.248e+00
2.915647e+00	-2.587e+00	6.018e+00	-2.405e+00
2.923757e+00	-2.692e+00	5.749e+00	-2.711e+00
2.931868e+00	-2.998e+00	5.495e+00	-2.779e+00
2.939978e+00	-3.095e+00	5.226e+00	-2.726e+00
2.948088e+00	-3.245e+00	4.867e+00	-2.689e+00
2.956199e+00	-3.252e+00	4.508e+00	-2.390e+00
2.964309e+00	-3.469e+00	4.261e+00	-2.098e+00
2.972419e+00	-3.559e+00	3.917e+00	-1.949e+00
2.980530e+00	-3.574e+00	3.618e+00	-1.926e+00
2.988640e+00	-3.469e+00	3.484e+00	-2.061e+00
2.996750e+00	-3.544e+00	3.506e+00	-1.956e+00
3.004861e+00	-3.424e+00	3.581e+00	-2.076e+00
3.012971e+00	-3.544e+00	3.633e+00	-2.076e+00
3.021082e+00	-3.350e+00	3.813e+00	-2.136e+00
3.029192e+00	-3.170e+00	4.157e+00	-1.964e+00
3.037302e+00	-2.819e+00	4.388e+00	-2.068e+00
3.045413e+00	-2.856e+00	4.732e+00	-2.008e+00
3.053523e+00	-2.893e+00	5.002e+00	-1.971e+00
3.061633e+00	-2.662e+00	5.241e+00	-2.008e+00
3.070084e+00	-2.348e+00	5.181e+00	-1.971e+00
3.078535e+00	-2.161e+00	5.174e+00	-1.926e+00
3.086986e+00	-1.989e+00	5.256e+00	-1.837e+00
3.095437e+00	-1.824e+00	5.286e+00	-1.859e+00
3.103887e+00	-1.458e+00	5.375e+00	-1.717e+00
3.112338e+00	-1.181e+00	5.398e+00	-1.702e+00
3.120789e+00	-4.336e-01	5.353e+00	-1.777e+00
3.129240e+00	-1.345e-01	5.398e+00	-1.762e+00
3.137691e+00	2.468e-01	5.562e+00	-1.807e+00
3.146142e+00	2.468e-01	5.652e+00	-1.694e+00
3.154592e+00	4.338e-01	5.846e+00	-1.777e+00
3.163043e+00	2.618e-01	6.018e+00	-1.799e+00
3.171494e+00	5.160e-01	6.175e+00	-1.859e+00
3.179945e+00	5.833e-01	6.392e+00	-1.911e+00
3.188396e+00	6.207e-01	6.474e+00	-2.016e+00
3.196847e+00	6.132e-01	6.587e+00	-2.008e+00
3.205297e+00	8.001e-01	6.721e+00	-2.053e+00
3.213748e+00	6.506e-01	6.774e+00	-1.971e+00
3.222199e+00	7.852e-01	6.729e+00	-1.964e+00
3.230650e+00	7.254e-01	6.594e+00	-1.814e+00
3.239101e+00	7.852e-01	6.512e+00	-1.709e+00
3.247551e+00	7.179e-01	6.400e+00	-1.650e+00
3.256002e+00	7.179e-01	6.362e+00	-1.627e+00
3.264453e+00	5.983e-01	6.235e+00	-1.597e+00
3.272589e+00	7.328e-01	6.258e+00	-1.672e+00
3.280725e+00	6.057e-01	6.160e+00	-1.784e+00
3.288861e+00	6.880e-01	6.265e+00	-1.911e+00
3.296997e+00	6.955e-01	6.288e+00	-2.083e+00
3.305133e+00	4.188e-01	6.362e+00	-2.195e+00
3.313269e+00	5.085e-01	6.273e+00	-2.300e+00
3.321405e+00	5.085e-01	6.347e+00	-2.300e+00
3.329541e+00	3.291e-01	6.362e+00	-2.315e+00
3.337822e+00	5.609e-01	6.392e+00	-2.390e+00
3.345958e+00	4.562e-01	6.430e+00	-2.323e+00
3.354094e+00	3.141e-01	6.400e+00	-2.151e+00
3.362230e+00	2.618e-01	6.534e+00	-2.068e+00
3.370366e+00	2.468e-01	6.564e+00	-2.106e+00
3.378502e+00	1.945e-01	6.452e+00	-2.016e+00
3.386638e+00	-1.485e-02	6.340e+00	-1.964e+00
3.394774e+00	-1.120e-01	6.258e+00	-2.053e+00
3.402910e+00	1.506e-02	6.003e+00	-2.098e+00
3.411046e+00	6.740e-02	5.981e+00	-2.136e+00
3.419182e+00	1.272e-01	5.996e+00	-2.158e+00
3.427318e+00	2.842e-01	5.869e+00	-2.308e+00
3.435454e+00	3.665e-01	5.689e+00	-2.360e+00
3.443590e+00	4.487e-01	5.719e+00	-2.427e+00
3.451726e+00	3.366e-01	5.757e+00	-2.352e+00
3.459862e+00	1.048e-01	5.764e+00	-2.248e+00
3.467998e+00	3.515e-01	5.876e+00	-2.315e+00
3.476123e+00	3.440e-01	5.974e+00	-2.285e+00
3.484248e+00	2.020e-01	6.018e+00	-2.345e+00
3.492373e+00	-1.270e-01	6.131e+00	-2.323e+00
3.500498e+00	-1.345e-01	6.153e+00	-2.412e+00
3.508623e+00	4.497e-02	6.138e+00	-2.539e+00
3.516748e+00	-1.120e-01	6.168e+00	-2.494e+00
3.524873e+00	-5.971e-02	6.071e+00	-2.457e+00
3.532998e+00	1.422e-01	6.078e+00	-2.494e+00
3.541123e+00	1.422e-01	6.063e+00	-2.509e+00
3.549248e+00	3.067e-01	6.138e+00	-2.494e+00
3.557373e+00	4.412e-01	6.048e+00	-2.397e+00
3.565498e+00	4.338e-01	6.063e+00	-2.285e+00
3.573623e+00	4.786e-01	6.146e+00	-2.233e+00
3.581748e+00	2.618e-01	6.198e+00	-2.121e+00
3.589873e+00	1.721e-01	6.228e+00	-2.143e+00
3.597998e+00	8.235e-02	6.362e+00	-2.151e+00
3.606123e+00	1.048e-01	6.355e+00	-2.270e+00
3.614248e+00	1.646e-01	6.280e+00	-2.255e+00
3.622373e+00	8.983e-02	6.243e+00	-2.263e+00
3.630498e+00	1.646e-01	6.370e+00	-2.360e+00
3.638623e+00	1.048e-01	6.273e+00	-2.315e+00
3.646748e+00	5.992e-02	6.452e+00	-2.173e+00
3.654873e+00	-3.728e-02	6.452e+00	-1.956e+00
3.662998e+00	6.740e-02	6.355e+00	-1.762e+00
3.671123e+00	1.870e-01	6.303e+00	-1.792e+00
3.679573e+00	1.796e-01	6.175e+00	-1.904e+00
3.688024e+00	2.842e-01	6.018e+00	-2.128e+00
3.696475e+00	1.721e-01	5.996e+00	-2.180e+00
3.704926e+00	5.992e-02	6.071e+00	-2.136e+00
3.713377e+00	1.646e-01	5.996e+00	-2.180e+00
3.721827e+00	1.347e-01	6.131e+00	-2.023e+00
3.730278e+00	2.319e-01	6.400e+00	-1.837e+00
3.738729e+00	2.095e-01	6.557e+00	-1.567e+00
3.747180e+00	3.665e-01	6.744e+00	-1.605e+00
3.755631e+00	4.113e-01	6.826e+00	-1.455e+00
3.764082e+00	2.917e-01	6.848e+00	-1.493e+00
3.772532e+00	1.646e-01	6.803e+00	-1.724e+00
3.780983e+00	5.245e-02	6.721e+00	-2.046e+00
3.789434e+00	3.216e-01	6.661e+00	-2.240e+00
3.797885e+00	3.216e-01	6.661e+00	-2.330e+00
3.806336e+00	1.496e-01	6.497e+00	-2.420e+00
3.814787e+00	1.272e-01	6.452e+00	-2.524e+00
3.823237e+00	5.992e-02	6.086e+00	-2.487e+00
3.831688e+00	1.945e-01	5.831e+00	-2.517e+00
3.840139e+00	1.272e-01	5.600e+00	-2.450e+00
3.848590e+00	5.992e-02	5.383e+00	-2.465e+00
3.857041e+00	-7.369e-03	5.136e+00	-2.390e+00
3.865492e+00	-1.270e-01	5.091e+00	-2.345e+00
3.873942e+00	-3.962e-01	5.114e+00	-2.263e+00
3.882080e+00	-2.317e-01	4.979e+00	-2.203e+00
3.890217e+00	-4.475e-02	5.016e+00	-2.195e+00
3.898354e+00	-4.475e-02	5.144e+00	-2.053e+00
3.906491e+00	-8.214e-02	5.331e+00	-1.986e+00
3.914628e+00	1.075e-04	5.473e+00	-1.911e+00
3.922766e+00	2.842e-01	5.637e+00	-2.023e+00
3.930903e+00	2.394e-01	5.846e+00	-2.136e+00
3.939040e+00	5.235e-01	6.093e+00	-2.225e+00
3.947177e+00	6.656e-01	6.347e+00	-2.308e+00
3.955314e+00	4.861e-01	6.639e+00	-2.405e+00
3.963452e+00	4.188e-01	6.684e+00	-2.397e+00
3.971589e+00	6.282e-01	6.751e+00	-2.644e+00
3.979726e+00	3.814e-01	6.706e+00	-2.719e+00
3.987863e+00	2.768e-01	6.766e+00	-2.622e+00
3.996000e+00	2.917e-01	6.774e+00	-2.457e+00
4.004138e+00	5.534e-01	6.699e+00	-2.285e+00
4.012275e+00	4.113e-01	6.766e+00	-1.874e+00
